CD_CVM;DENOM_CIA;CNPJ_CIA;SETOR_ATIV;Numero_Acoes;Ticker;Tipo_Acao;Ano;Versao;Ativo Total;Ativo Circulante;Passivo Total;Passivo Circulante;Empréstimos e Financiamentos - Circulante;Passivo Não Circulante;Empréstimos e Financiamentos - Não Circulante;Patrimônio Líquido Consolidado;Receita de Venda de Bens e/ou Serviços;Custo dos Bens e/ou Serviços Vendidos;Resultado Bruto;Resultado Antes do Resultado Financeiro e dos Tributos;Resultado Financeiro;Receitas Financeiras;Despesas Financeiras;Resultado Antes dos Tributos sobre o Lucro;Lucro/Prejuízo Consolidado do Período;Caixa Líquido Atividades Operacionais;Pagamento de Dividendos;Pagamento de Dividendos à Controladora;Pagamento de Dividendos a Acionistas Não Controladores;Pagamento de Juros sobre Capital Próprio
5410;WEG S.A.;84.429.695/0001-11;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;4195695973;WEGE3;Ordinárias;2024;DFP;31496270;21562311;31496270;11219689;515538;2421805;664737;17854776;32503601;-21702737;10800864;-4338739;6462125;1553649;-1424977;128672;6590797;7021823;-3534389;;;
5762;ETERNIT S.A.;61.092.037/0001-81;Construção Civil, Mat. Constr. e Decoração;61764989;ETER3;Ordinárias;2023;DFP;1222267;715330;1222267;284164;29480;261805;58295;676298;1187383;-815442;371941;-195337;176604;70090;-81690;-11600;165004;128451;-68204;;;
5762;ETERNIT S.A.;61.092.037/0001-81;Construção Civil, Mat. Constr. e Decoração;61764989;ETER3;Ordinárias;2024;DFP;1300366;568035;1300366;296283;31852;234277;59551;769806;1129213;-838412;290801;-215905;74896;11552;-23486;-11934;62962;85516;-353192;;;
6173;TAURUS ARMAS S.A.;92.781.335/0001-02;Máquinas, Equipamentos, Veículos e Peças;51089845;TASA3;Ordinárias;2023;DFP;2276173;1467612;2276173;998666;66948;253276;95258;1024231;2540021;-1379597;1160424;-400575;759849;383516;-388160;-4644;755205;522474;858171;;;
6173;TAURUS ARMAS S.A.;92.781.335/0001-02;Máquinas, Equipamentos, Veículos e Peças;51089845;TASA3;Ordinárias;2024;DFP;2153861;1194992;2153861;800467;44326;261589;115983;1091805;1781887;-1150695;631192;-412504;218688;159445;-169424;-9979;208709;143919;870610;;;
6173;TAURUS ARMAS S.A.;92.781.335/0001-02;Máquinas, Equipamentos, Veículos e Peças;88109759; TASA4;Preferenciais;2023;DFP;2276173;1467612;2276173;998666;66948;253276;95258;1024231;2540021;-1379597;1160424;-400575;759849;383516;-388160;-4644;755205;522474;858171;;;
6173;TAURUS ARMAS S.A.;92.781.335/0001-02;Máquinas, Equipamentos, Veículos e Peças;88109759; TASA4;Preferenciais;2024;DFP;2153861;1194992;2153861;800467;44326;261589;115983;1091805;1781887;-1150695;631192;-412504;218688;159445;-169424;-9979;208709;143919;870610;;;
6173;TAURUS ARMAS S.A.;92.781.335/0001-02;Máquinas, Equipamentos, Veículos e Peças;51089845;TASA3;Ordinárias;2023;DFP;2276173;1467612;2276173;998666;66948;253276;95258;1024231;2540021;-1379597;1160424;-400575;759849;383516;-388160;-4644;755205;522474;858171;;;
6173;TAURUS ARMAS S.A.;92.781.335/0001-02;Máquinas, Equipamentos, Veículos e Peças;51089845;TASA3;Ordinárias;2024;DFP;2153861;1194992;2153861;800467;44326;261589;115983;1091805;1781887;-1150695;631192;-412504;218688;159445;-169424;-9979;208709;143919;870610;;;
6173;TAURUS ARMAS S.A.;92.781.335/0001-02;Máquinas, Equipamentos, Veículos e Peças;88109759; TASA4;Preferenciais;2023;DFP;2276173;1467612;2276173;998666;66948;253276;95258;1024231;2540021;-1379597;1160424;-400575;759849;383516;-388160;-4644;755205;522474;858171;;;
6173;TAURUS ARMAS S.A.;92.781.335/0001-02;Máquinas, Equipamentos, Veículos e Peças;88109759; TASA4;Preferenciais;2024;DFP;2153861;1194992;2153861;800467;44326;261589;115983;1091805;1781887;-1150695;631192;-412504;218688;159445;-169424;-9979;208709;143919;870610;;;
6211;FRAS-LE S.A.;88.610.126/0001-29;Máquinas, Equipamentos, Veículos e Peças;277335091;FRAS3;Ordinárias;2023;DFP;3765876;2289336;3765876;862126;92206;1125312;755812;1778438;3058171;-2154694;903477;-570437;333040;378638;-462837;-84199;248841;-105071;157686;;;
6211;FRAS-LE S.A.;88.610.126/0001-29;Máquinas, Equipamentos, Veículos e Peças;277335091;FRAS3;Ordinárias;2024;DFP;3911999;2372623;3911999;1113326;90670;937559;573323;1861114;3388657;-2250056;1138601;-596048;542553;418332;-434203;-15871;526682;1037516;94734;;;
6343;TUPY S.A.;84.683.374/0001-49;Metalurgia e Siderurgia;130950415;TUPY3;Ordinárias;2023;DFP;10243258;6426680;10243258;3390345;426428;3818553;3235576;3034360;10178416;-8290773;1887643;-1102711;784932;99360;-241214;-141854;643078;375047;1000000;;;
6343;TUPY S.A.;84.683.374/0001-49;Metalurgia e Siderurgia;130950415;TUPY3;Ordinárias;2024;DFP;10284745;6186653;10284745;3246790;379107;3710113;3127748;3327842;11368190;-9433067;1935123;-1105488;829635;108104;-399599;-291495;538140;829125;0;;;
6505;GRUPO CASAS BAHIA S.A.;33.041.260/0652-90;Comércio (Atacado e Varejo);653863257;BHIA3;Ordinárias;2023;DFP;35574000;17123000;35574000;19750000;440000;10540000;3005000;5284000;30898000;-21684000;9214000;-8053000;1161000;0;0;-2244000;-1083000;3079000;-8164000;;;
6505;GRUPO CASAS BAHIA S.A.;33.041.260/0652-90;Comércio (Atacado e Varejo);653863257;BHIA3;Ordinárias;2024;DFP;31996000;13350000;31996000;18829000;448000;9713000;2164000;3454000;28847000;-20792000;8055000;-9216000;-1161000;376000;-3417000;-3041000;-4202000;10467000;-9169000;;;
6505;GRUPO CASAS BAHIA S.A.;33.041.260/0652-90;Comércio (Atacado e Varejo);653863257;BHIA3;Ordinárias;2023;DFP;35574000;17123000;35574000;19750000;440000;10540000;3005000;5284000;30898000;-21684000;9214000;-8053000;1161000;0;0;-2244000;-1083000;3079000;-8164000;;;
6505;GRUPO CASAS BAHIA S.A.;33.041.260/0652-90;Comércio (Atacado e Varejo);653863257;BHIA3;Ordinárias;2024;DFP;31996000;13350000;31996000;18829000;448000;9713000;2164000;3454000;28847000;-20792000;8055000;-9216000;-1161000;376000;-3417000;-3041000;-4202000;10467000;-9169000;;;
7510;ROMI S.A.;56.720.428/0001-63;Máquinas, Equipamentos, Veículos e Peças;93170747;ROMI3;Ordinárias;2023;DFP;2244933;1388934;2244933;597847;48850;551688;513224;1095398;1592302;-1083470;508832;-237694;271138;24702;-16751;7951;279089;111069;187746;;;
7510;ROMI S.A.;56.720.428/0001-63;Máquinas, Equipamentos, Veículos e Peças;93170747;ROMI3;Ordinárias;2024;DFP;2282042;1400895;2282042;628279;39065;482420;445932;1171343;1227247;-859705;367542;-194375;173167;36229;-26038;10191;183358;154330;100325;;;
7617;ITAÚSA S.A.;61.532.644/0001-15;Emp. Adm. Part. - Intermediação Financeira;3778072561;ITSA3;Ordinárias;2023;DFP;96637000;11692000;96637000;7359000;259000;12743000;11125000;76535000;8486000;-5611000;2875000;12694000;15569000;1252000;-2265000;-1013000;14556000;-134000;-311000;;;
7617;ITAÚSA S.A.;61.532.644/0001-15;Emp. Adm. Part. - Intermediação Financeira;3778072561;ITSA3;Ordinárias;2024;DFP;105348000;12791000;105348000;4798000;276000;13500000;9663000;87050000;7383000;-5006000;2377000;11733000;14110000;2188000;-2523000;-335000;13775000;298000;0;;;
7617;ITAÚSA S.A.;61.532.644/0001-15;Emp. Adm. Part. - Intermediação Financeira;7213443649; ITSA4;Preferenciais;2023;DFP;96637000;11692000;96637000;7359000;259000;12743000;11125000;76535000;8486000;-5611000;2875000;12694000;15569000;1252000;-2265000;-1013000;14556000;-134000;-311000;;;
7617;ITAÚSA S.A.;61.532.644/0001-15;Emp. Adm. Part. - Intermediação Financeira;7213443649; ITSA4;Preferenciais;2024;DFP;105348000;12791000;105348000;4798000;276000;13500000;9663000;87050000;7383000;-5006000;2377000;11733000;14110000;2188000;-2523000;-335000;13775000;298000;0;;;
7617;ITAÚSA S.A.;61.532.644/0001-15;Emp. Adm. Part. - Intermediação Financeira;3778072561;ITSA3;Ordinárias;2023;DFP;96637000;11692000;96637000;7359000;259000;12743000;11125000;76535000;8486000;-5611000;2875000;12694000;15569000;1252000;-2265000;-1013000;14556000;-134000;-311000;;;
7617;ITAÚSA S.A.;61.532.644/0001-15;Emp. Adm. Part. - Intermediação Financeira;3778072561;ITSA3;Ordinárias;2024;DFP;105348000;12791000;105348000;4798000;276000;13500000;9663000;87050000;7383000;-5006000;2377000;11733000;14110000;2188000;-2523000;-335000;13775000;298000;0;;;
7617;ITAÚSA S.A.;61.532.644/0001-15;Emp. Adm. Part. - Intermediação Financeira;7213443649; ITSA4;Preferenciais;2023;DFP;96637000;11692000;96637000;7359000;259000;12743000;11125000;76535000;8486000;-5611000;2875000;12694000;15569000;1252000;-2265000;-1013000;14556000;-134000;-311000;;;
7617;ITAÚSA S.A.;61.532.644/0001-15;Emp. Adm. Part. - Intermediação Financeira;7213443649; ITSA4;Preferenciais;2024;DFP;105348000;12791000;105348000;4798000;276000;13500000;9663000;87050000;7383000;-5006000;2377000;11733000;14110000;2188000;-2523000;-335000;13775000;298000;0;;;
7870;KEPLER WEBER S.A.;91.983.056/0001-69;Emp. Adm. Part. - Metalurgia e Siderurgia;173331850;KEPL3;Ordinárias;2023;DFP;1273778;912707;1273778;574303;45615;102205;88400;597270;1815401;-1153218;662183;-144035;518148;41194;-39610;1584;519732;348152;-54978;;;
7870;KEPLER WEBER S.A.;91.983.056/0001-69;Emp. Adm. Part. - Metalurgia e Siderurgia;173331850;KEPL3;Ordinárias;2024;DFP;1471280;981908;1471280;607901;44844;137176;66787;726203;1512134;-1063286;448848;-147071;301777;53653;-49714;3939;305716;282029;-72000;;;
8133;LOJAS RENNER S.A.;92.754.738/0001-62;Comércio (Atacado e Varejo);991546655;LREN3;Ordinárias;2023;DFP;21148892;13043405;21148892;7005579;305062;4055798;1701200;10087515;13271137;-5286323;7984814;-6577413;1407401;703939;-727055;-23116;1384285;1536237;-453943;;;
8133;LOJAS RENNER S.A.;92.754.738/0001-62;Comércio (Atacado e Varejo);991546655;LREN3;Ordinárias;2024;DFP;20490638;12191644;20490638;7492553;323126;2950864;836169;10047221;13647849;-5427247;8220602;-7331525;889077;610615;-659025;-48410;840667;2663364;-288180;;;
8133;LOJAS RENNER S.A.;92.754.738/0001-62;Comércio (Atacado e Varejo);991546655;LREN3;Ordinárias;2023;DFP;21148892;13043405;21148892;7005579;305062;4055798;1701200;10087515;13271137;-5286323;7984814;-6577413;1407401;703939;-727055;-23116;1384285;1536237;-453943;;;
8133;LOJAS RENNER S.A.;92.754.738/0001-62;Comércio (Atacado e Varejo);991546655;LREN3;Ordinárias;2024;DFP;20490638;12191644;20490638;7492553;323126;2950864;836169;10047221;13647849;-5427247;8220602;-7331525;889077;610615;-659025;-48410;840667;2663364;-288180;;;
8192;TREVISA INVESTIMENTOS S.A.;92.660.570/0001-26;Emp. Adm. Part. - Sem Setor Principal;23184000;LUXM4;Preferenciais;2023;DFP;155387;24744;155387;25972;6005;23088;3182;106327;137595;-99281;38314;-18664;19650;2052;-1536;516;20166;28494;0;;;
8192;TREVISA INVESTIMENTOS S.A.;92.660.570/0001-26;Emp. Adm. Part. - Sem Setor Principal;23184000;LUXM4;Preferenciais;2024;DFP;170439;23475;170439;26629;8228;23345;245;120465;131711;-89489;42222;-15294;26928;1847;-1462;385;27313;32366;-5837;;;
8397;MANGELS INDUSTRIAL S.A.;61.065.298/0001-02;Emp. Adm. Part. - Metalurgia e Siderurgia;3715969;MGEL4;Preferenciais;2023;DFP;799808;367094;799808;162351;17717;630232;619083;7225;1017186;-873266;143920;-25789;118131;35544;-61896;-26352;91779;119262;-1379;;;
8397;MANGELS INDUSTRIAL S.A.;61.065.298/0001-02;Emp. Adm. Part. - Metalurgia e Siderurgia;3715969;MGEL4;Preferenciais;2024;DFP;741833;358584;741833;197205;19678;503650;488134;40978;927871;-800994;126877;-43641;83236;39726;-68511;-28785;54451;121504;-897;;;
8427;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;61.082.004/0001-50;Brinquedos e Lazer;2694500;ESTR3;Ordinárias;2023;DFP;278178;145231;278178;685429;73287;100273;0;-507524;176374;-87054;89320;-66224;23096;7658;-77264;-69606;-46510;-42885;;;;
8427;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;61.082.004/0001-50;Brinquedos e Lazer;2694500;ESTR3;Ordinárias;2024;DFP;300327;126794;300327;731071;93144;98582;0;-529326;160572;-93460;67112;-78190;-11078;56300;-67033;-10733;-21811;11099;;;;
8427;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;61.082.004/0001-50;Brinquedos e Lazer;5389000; ESTR4;Preferenciais;2023;DFP;278178;145231;278178;685429;73287;100273;0;-507524;176374;-87054;89320;-66224;23096;7658;-77264;-69606;-46510;-42885;;;;
8427;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;61.082.004/0001-50;Brinquedos e Lazer;5389000; ESTR4;Preferenciais;2024;DFP;300327;126794;300327;731071;93144;98582;0;-529326;160572;-93460;67112;-78190;-11078;56300;-67033;-10733;-21811;11099;;;;
8451;MARCOPOLO S.A.;88.611.835/0001-29;Máquinas, Equipamentos, Veículos e Peças;409950893;POMO3;Ordinárias;2023;DFP;7395350;4145740;7395350;2288932;203956;1901645;1618315;3204773;5415618;-4586109;829509;-563730;265779;657712;-510207;147505;413284;45367;921325;;;
8451;MARCOPOLO S.A.;88.611.835/0001-29;Máquinas, Equipamentos, Veículos e Peças;409950893;POMO3;Ordinárias;2024;DFP;7959303;4810225;7959303;2386866;254066;1984728;1699078;3587709;6683218;-5144577;1538641;-738067;800574;722189;-657213;64976;865550;1061126;764124;;;
8451;MARCOPOLO S.A.;88.611.835/0001-29;Máquinas, Equipamentos, Veículos e Peças;717101648; POMO4;Preferenciais;2023;DFP;7395350;4145740;7395350;2288932;203956;1901645;1618315;3204773;5415618;-4586109;829509;-563730;265779;657712;-510207;147505;413284;45367;921325;;;
8451;MARCOPOLO S.A.;88.611.835/0001-29;Máquinas, Equipamentos, Veículos e Peças;717101648; POMO4;Preferenciais;2024;DFP;7959303;4810225;7959303;2386866;254066;1984728;1699078;3587709;6683218;-5144577;1538641;-738067;800574;722189;-657213;64976;865550;1061126;764124;;;
8575;MAHLE METAL LEVE S.A.;60.476.884/0001-87;Máquinas, Equipamentos, Veículos e Peças;135539000;LEVE3;Ordinárias;2023;DFP;3157199;1920049;3157199;1039127;109730;538315;242419;1579757;4224030;-3090874;1133156;-412187;720969;318018;-327106;-9088;711881;538013;-143028;;;
8575;MAHLE METAL LEVE S.A.;60.476.884/0001-87;Máquinas, Equipamentos, Veículos e Peças;135539000;LEVE3;Ordinárias;2024;DFP;2800925;1672991;2800925;1059262;111071;828945;565779;912718;4338825;-3067263;1271562;-455479;816083;490026;-368188;121838;937921;790367;-75487;;;
8656;METALURGICA GERDAU S.A.;92.690.783/0001-09;Emp. Adm. Part. - Metalurgia e Siderurgia;365111201;GOAU3;Ordinárias;2023;DFP;74769525;32219794;74769525;13493868;1057358;13986545;9486242;47289112;82412210;-63661156;18751054;-1061898;17689156;724891;-2542661;-1817770;15871386;10980478;-5220630;;;
8656;METALURGICA GERDAU S.A.;92.690.783/0001-09;Emp. Adm. Part. - Metalurgia e Siderurgia;365111201;GOAU3;Ordinárias;2024;DFP;75232462;29540169;75232462;11304213;846679;14354810;9095686;49573439;68916447;-57583992;11332455;-922633;10409822;1279680;-2267852;-988172;9421650;11854805;-3401879;;;
8656;METALURGICA GERDAU S.A.;92.690.783/0001-09;Emp. Adm. Part. - Metalurgia e Siderurgia;628594603; GOAU4;Preferenciais;2023;DFP;74769525;32219794;74769525;13493868;1057358;13986545;9486242;47289112;82412210;-63661156;18751054;-1061898;17689156;724891;-2542661;-1817770;15871386;10980478;-5220630;;;
8656;METALURGICA GERDAU S.A.;92.690.783/0001-09;Emp. Adm. Part. - Metalurgia e Siderurgia;628594603; GOAU4;Preferenciais;2024;DFP;75232462;29540169;75232462;11304213;846679;14354810;9095686;49573439;68916447;-57583992;11332455;-922633;10409822;1279680;-2267852;-988172;9421650;11854805;-3401879;;;
8656;METALURGICA GERDAU S.A.;92.690.783/0001-09;Emp. Adm. Part. - Metalurgia e Siderurgia;365111201;GOAU3;Ordinárias;2023;DFP;74769525;32219794;74769525;13493868;1057358;13986545;9486242;47289112;82412210;-63661156;18751054;-1061898;17689156;724891;-2542661;-1817770;15871386;10980478;-5220630;;;
8656;METALURGICA GERDAU S.A.;92.690.783/0001-09;Emp. Adm. Part. - Metalurgia e Siderurgia;365111201;GOAU3;Ordinárias;2024;DFP;75232462;29540169;75232462;11304213;846679;14354810;9095686;49573439;68916447;-57583992;11332455;-922633;10409822;1279680;-2267852;-988172;9421650;11854805;-3401879;;;
8656;METALURGICA GERDAU S.A.;92.690.783/0001-09;Emp. Adm. Part. - Metalurgia e Siderurgia;628594603; GOAU4;Preferenciais;2023;DFP;74769525;32219794;74769525;13493868;1057358;13986545;9486242;47289112;82412210;-63661156;18751054;-1061898;17689156;724891;-2542661;-1817770;15871386;10980478;-5220630;;;
8656;METALURGICA GERDAU S.A.;92.690.783/0001-09;Emp. Adm. Part. - Metalurgia e Siderurgia;628594603; GOAU4;Preferenciais;2024;DFP;75232462;29540169;75232462;11304213;846679;14354810;9095686;49573439;68916447;-57583992;11332455;-922633;10409822;1279680;-2267852;-988172;9421650;11854805;-3401879;;;
8672;IGUATEMI S.A.;60.543.816/0001-93;Emp. Adm. Part. - Comércio (Atacado e Varejo);770937142;IGTI3;Ordinárias;2023;DFP;8048137;2176945;8048137;1707808;52939;2232641;2176396;4107688;1016341;-420884;595457;-100687;494770;186846;-812530;-625684;-130914;192739;-89863;;;
8672;IGUATEMI S.A.;60.543.816/0001-93;Emp. Adm. Part. - Comércio (Atacado e Varejo);770937142;IGTI3;Ordinárias;2024;DFP;7853200;1953139;7853200;917784;39177;2757898;2671980;4177518;1157163;-418208;738955;-116824;622131;212683;-473014;-260331;361800;378103;-109857;;;
8672;IGUATEMI S.A.;60.543.816/0001-93;Emp. Adm. Part. - Comércio (Atacado e Varejo);291706277; IGTI11;Outras;2023;DFP;8048137;2176945;8048137;1707808;52939;2232641;2176396;4107688;1016341;-420884;595457;-100687;494770;186846;-812530;-625684;-130914;192739;-89863;;;
8672;IGUATEMI S.A.;60.543.816/0001-93;Emp. Adm. Part. - Comércio (Atacado e Varejo);291706277; IGTI11;Outras;2024;DFP;7853200;1953139;7853200;917784;39177;2757898;2671980;4177518;1157163;-418208;738955;-116824;622131;212683;-473014;-260331;361800;378103;-109857;;;
8753;METISA METALURGICA TIMBOENSE S.A.;86.375.425/0001-09;Metalurgia e Siderurgia;4403600;MTSA4;Preferenciais;2023;DFP;530103263;417081727;530103263;132540046;8185965;14331372;0;383231845;798615522;-556414564;242200958;-119908099;122292859;39600526;-30941688;8658838;130951697;80990588;166719038;;;
8753;METISA METALURGICA TIMBOENSE S.A.;86.375.425/0001-09;Metalurgia e Siderurgia;4403600;MTSA4;Preferenciais;2024;DFP;550294389;426754172;550294389;96293601;7825930;9996680;0;444004108;572837218;-416445321;156391897;-74098427;82293470;44455392;-15884570;28570822;110864292;147169179;107821561;;;
8893;MONTEIRO ARANHA S.A.;33.102.476/0001-92;Emp. Adm. Part. - Sem Setor Principal;12251221;MOAR3;Ordinárias;2023;DFP;2257938;759613;2257938;324709;1714;914027;649654;1019202;0;0;0;317134;317134;193263;-315239;-121976;195158;-132751;26662;;;
8893;MONTEIRO ARANHA S.A.;33.102.476/0001-92;Emp. Adm. Part. - Sem Setor Principal;12251221;MOAR3;Ordinárias;2024;DFP;2924103;1345991;2924103;276839;2307;1132108;597721;1515156;0;0;0;1135303;1135303;153814;-162973;-9159;1126144;-117852;300000;;;
8893;MONTEIRO ARANHA S.A.;33.102.476/0001-92;Emp. Adm. Part. - Sem Setor Principal;12251221;MOAR3;Ordinárias;2023;DFP;2257938;759613;2257938;324709;1714;914027;649654;1019202;0;0;0;317134;317134;193263;-315239;-121976;195158;-132751;26662;;;
8893;MONTEIRO ARANHA S.A.;33.102.476/0001-92;Emp. Adm. Part. - Sem Setor Principal;12251221;MOAR3;Ordinárias;2024;DFP;2924103;1345991;2924103;276839;2307;1132108;597721;1515156;0;0;0;1135303;1135303;153814;-162973;-9159;1126144;-117852;300000;;;
9512;PETROLEO BRASILEIRO S.A. PETROBRAS;33.000.167/0001-01;Petróleo e Gás;7442231382;PETR3;Ordinárias;2023;DFP;976709000;163052000;976709000;163731000;7805000;448593000;233053000;364385000;641256000;-307156000;334100000;-39845000;294255000;9420000;-28677000;-19257000;274998000;255410000;15156000;;;
9512;PETROLEO BRASILEIRO S.A. PETROBRAS;33.000.167/0001-01;Petróleo e Gás;7442231382;PETR3;Ordinárias;2024;DFP;1050888000;157079000;1050888000;163928000;9802000;504620000;247281000;382340000;511994000;-242061000;269933000;-80591000;189342000;10821000;-22682000;-11861000;177481000;215696000;10716000;;;
9512;PETROLEO BRASILEIRO S.A. PETROBRAS;33.000.167/0001-01;Petróleo e Gás;5446501379; PETR4;Preferenciais;2023;DFP;976709000;163052000;976709000;163731000;7805000;448593000;233053000;364385000;641256000;-307156000;334100000;-39845000;294255000;9420000;-28677000;-19257000;274998000;255410000;15156000;;;
9512;PETROLEO BRASILEIRO S.A. PETROBRAS;33.000.167/0001-01;Petróleo e Gás;5446501379; PETR4;Preferenciais;2024;DFP;1050888000;157079000;1050888000;163928000;9802000;504620000;247281000;382340000;511994000;-242061000;269933000;-80591000;189342000;10821000;-22682000;-11861000;177481000;215696000;10716000;;;
9512;PETROLEO BRASILEIRO S.A. PETROBRAS;33.000.167/0001-01;Petróleo e Gás;7442231382;PETR3;Ordinárias;2023;DFP;976709000;163052000;976709000;163731000;7805000;448593000;233053000;364385000;641256000;-307156000;334100000;-39845000;294255000;9420000;-28677000;-19257000;274998000;255410000;15156000;;;
9512;PETROLEO BRASILEIRO S.A. PETROBRAS;33.000.167/0001-01;Petróleo e Gás;7442231382;PETR3;Ordinárias;2024;DFP;1050888000;157079000;1050888000;163928000;9802000;504620000;247281000;382340000;511994000;-242061000;269933000;-80591000;189342000;10821000;-22682000;-11861000;177481000;215696000;10716000;;;
